,hotel_id,price,stock,city,date,language,mobile,avatar_id
71,211,129,138,amsterdam,44,dutch,0,71508
72,475,92,112,amsterdam,44,dutch,0,71508
73,223,132,139,amsterdam,44,dutch,0,71508
74,441,158,191,amsterdam,44,dutch,0,71508
75,352,92,112,amsterdam,44,dutch,0,71508
76,960,223,282,amsterdam,44,dutch,0,71508
77,625,158,195,amsterdam,44,dutch,0,71508
78,916,94,111,amsterdam,44,dutch,0,71508
79,750,94,56,amsterdam,44,dutch,0,71508
80,581,130,55,amsterdam,44,dutch,0,71508
81,685,213,278,amsterdam,44,dutch,0,71508
82,660,129,140,amsterdam,44,dutch,0,71508
83,157,221,281,amsterdam,44,dutch,0,71508
84,105,130,140,amsterdam,44,dutch,0,71508
85,253,213,275,amsterdam,44,dutch,0,71508
86,603,213,277,amsterdam,44,dutch,0,71508
87,778,94,111,amsterdam,44,dutch,0,71508
88,760,154,196,amsterdam,44,dutch,0,71508
89,417,133,140,amsterdam,44,dutch,0,71508
90,158,133,142,amsterdam,44,dutch,0,71508
91,30,94,110,amsterdam,44,dutch,0,71508
92,715,130,141,amsterdam,44,dutch,0,71508
93,788,94,140,amsterdam,44,dutch,0,71508
94,783,74,55,amsterdam,44,dutch,0,71508
95,12,68,56,amsterdam,44,dutch,0,71508
96,234,130,140,amsterdam,44,dutch,0,71508
97,82,94,110,amsterdam,44,dutch,0,71508
98,743,129,140,amsterdam,44,dutch,0,71508
99,835,97,113,amsterdam,44,dutch,0,71508
100,917,222,279,amsterdam,44,dutch,0,71508
101,166,99,111,amsterdam,44,dutch,0,71508
102,146,158,196,amsterdam,44,dutch,0,71508
103,585,68,57,amsterdam,44,dutch,0,71508
104,375,92,111,amsterdam,44,dutch,0,71508
105,45,132,140,amsterdam,44,dutch,0,71508
106,264,69,56,amsterdam,44,dutch,0,71508
107,85,94,111,amsterdam,44,dutch,0,71508
108,752,221,280,amsterdam,44,dutch,0,71508
109,777,134,140,amsterdam,44,dutch,0,71508
110,269,133,138,amsterdam,44,dutch,0,71508
111,163,152,195,amsterdam,44,dutch,0,71508
112,230,95,112,amsterdam,44,dutch,0,71508
113,77,212,278,amsterdam,44,dutch,0,71508
114,724,221,281,amsterdam,44,dutch,0,71508
115,880,96,113,amsterdam,44,dutch,0,71508
116,410,95,111,amsterdam,44,dutch,0,71508
117,88,98,113,amsterdam,44,dutch,0,71508
118,921,68,140,amsterdam,44,dutch,0,71508
119,680,131,55,amsterdam,44,dutch,0,71508
120,196,96,56,amsterdam,44,dutch,0,71508
121,658,133,140,amsterdam,44,dutch,0,71508
122,967,68,140,amsterdam,44,dutch,0,71508
123,86,97,197,amsterdam,44,dutch,0,71508
124,450,155,193,amsterdam,44,dutch,0,71508
125,679,132,138,amsterdam,44,dutch,0,71508
126,505,94,113,amsterdam,44,dutch,0,71508
127,587,133,138,amsterdam,44,dutch,0,71508
128,779,155,196,amsterdam,44,dutch,0,71508
129,745,96,56,amsterdam,44,dutch,0,71508
130,429,217,284,amsterdam,44,dutch,0,71508
131,517,100,112,amsterdam,44,dutch,0,71508
132,510,223,277,amsterdam,44,dutch,0,71508
133,455,132,140,amsterdam,44,dutch,0,71508
134,22,130,140,amsterdam,44,dutch,0,71508
0,6,107,112,copenhagen,44,dutch,0,71508
1,771,256,280,copenhagen,44,dutch,0,71508
2,547,154,139,copenhagen,44,dutch,0,71508
3,793,150,56,copenhagen,44,dutch,0,71508
4,688,78,114,copenhagen,44,dutch,0,71508
5,720,250,279,copenhagen,44,dutch,0,71508
6,443,111,113,copenhagen,44,dutch,0,71508
7,908,258,275,copenhagen,44,dutch,0,71508
8,761,111,112,copenhagen,44,dutch,0,71508
9,113,79,56,copenhagen,44,dutch,0,71508
10,951,78,111,copenhagen,44,dutch,0,71508
11,818,154,140,copenhagen,44,dutch,0,71508
12,445,80,56,copenhagen,44,dutch,0,71508
13,99,154,140,copenhagen,44,dutch,0,71508
14,402,115,110,copenhagen,44,dutch,0,71508
15,844,252,281,copenhagen,44,dutch,0,71508
16,385,253,282,copenhagen,44,dutch,0,71508
17,506,113,56,copenhagen,44,dutch,0,71508
18,433,109,112,copenhagen,44,dutch,0,71508
19,922,183,193,copenhagen,44,dutch,0,71508
20,243,87,57,copenhagen,44,dutch,0,71508
21,300,111,112,copenhagen,44,dutch,0,71508
22,422,258,276,copenhagen,44,dutch,0,71508
23,350,253,275,copenhagen,44,dutch,0,71508
24,332,178,196,copenhagen,44,dutch,0,71508
25,855,180,196,copenhagen,44,dutch,0,71508
26,153,178,194,copenhagen,44,dutch,0,71508
27,938,109,56,copenhagen,44,dutch,0,71508
28,994,153,138,copenhagen,44,dutch,0,71508
29,335,81,113,copenhagen,44,dutch,0,71508
30,624,178,195,copenhagen,44,dutch,0,71508
31,280,114,111,copenhagen,44,dutch,0,71508
32,425,178,196,copenhagen,44,dutch,0,71508
33,716,109,110,copenhagen,44,dutch,0,71508
34,894,258,281,copenhagen,44,dutch,0,71508
35,532,183,195,copenhagen,44,dutch,0,71508
36,695,154,139,copenhagen,44,dutch,0,71508
37,481,85,56,copenhagen,44,dutch,0,71508
38,691,79,113,copenhagen,44,dutch,0,71508
39,831,82,56,copenhagen,44,dutch,0,71508
40,32,156,139,copenhagen,44,dutch,0,71508
41,690,185,196,copenhagen,44,dutch,0,71508
42,995,183,197,copenhagen,44,dutch,0,71508
43,698,176,195,copenhagen,44,dutch,0,71508
44,726,249,283,copenhagen,44,dutch,0,71508
45,772,250,280,copenhagen,44,dutch,0,71508
46,622,114,112,copenhagen,44,dutch,0,71508
47,124,248,280,copenhagen,44,dutch,0,71508
48,348,151,140,copenhagen,44,dutch,0,71508
49,876,108,111,copenhagen,44,dutch,0,71508
50,36,172,112,copenhagen,44,dutch,0,71508
51,23,151,140,copenhagen,44,dutch,0,71508
52,319,255,279,copenhagen,44,dutch,0,71508
53,519,178,197,copenhagen,44,dutch,0,71508
54,1,85,112,copenhagen,44,dutch,0,71508
55,829,154,139,copenhagen,44,dutch,0,71508
56,463,87,56,copenhagen,44,dutch,0,71508
57,497,180,195,copenhagen,44,dutch,0,71508
58,611,156,139,copenhagen,44,dutch,0,71508
59,91,115,56,copenhagen,44,dutch,0,71508
60,744,151,140,copenhagen,44,dutch,0,71508
61,952,84,56,copenhagen,44,dutch,0,71508
62,559,183,194,copenhagen,44,dutch,0,71508
63,391,151,140,copenhagen,44,dutch,0,71508
64,541,111,111,copenhagen,44,dutch,0,71508
65,770,180,200,copenhagen,44,dutch,0,71508
66,711,111,112,copenhagen,44,dutch,0,71508
67,367,86,56,copenhagen,44,dutch,0,71508
68,329,183,196,copenhagen,44,dutch,0,71508
69,289,107,111,copenhagen,44,dutch,0,71508
70,122,259,280,copenhagen,44,dutch,0,71508
71,434,87,56,copenhagen,44,dutch,0,71508
72,596,151,138,copenhagen,44,dutch,0,71508
73,407,178,192,copenhagen,44,dutch,0,71508
74,60,84,56,copenhagen,44,dutch,0,71508
75,562,185,195,copenhagen,44,dutch,0,71508
76,291,183,197,copenhagen,44,dutch,0,71508
77,981,84,56,copenhagen,44,dutch,0,71508
78,834,81,55,copenhagen,44,dutch,0,71508
79,900,180,197,copenhagen,44,dutch,0,71508
80,528,250,278,copenhagen,44,dutch,0,71508
81,727,109,56,copenhagen,44,dutch,0,71508
82,556,156,138,copenhagen,44,dutch,0,71508
83,655,250,278,copenhagen,44,dutch,0,71508
84,365,84,55,copenhagen,44,dutch,0,71508
85,92,82,56,copenhagen,44,dutch,0,71508
86,523,79,112,copenhagen,44,dutch,0,71508
87,826,183,195,copenhagen,44,dutch,0,71508
88,546,82,112,copenhagen,44,dutch,0,71508
89,616,151,139,copenhagen,44,dutch,0,71508
90,267,154,139,copenhagen,44,dutch,0,71508
91,90,153,140,copenhagen,44,dutch,0,71508
92,869,252,278,copenhagen,44,dutch,0,71508
93,766,250,279,copenhagen,44,dutch,0,71508
94,318,108,110,copenhagen,44,dutch,0,71508
95,812,153,141,copenhagen,44,dutch,0,71508
96,849,151,138,copenhagen,44,dutch,0,71508
97,872,87,56,copenhagen,44,dutch,0,71508
98,309,84,111,copenhagen,44,dutch,0,71508
99,405,87,55,copenhagen,44,dutch,0,71508
100,865,258,278,copenhagen,44,dutch,0,71508
101,978,256,279,copenhagen,44,dutch,0,71508
102,958,183,193,copenhagen,44,dutch,0,71508
103,53,84,56,copenhagen,44,dutch,0,71508
104,142,261,277,copenhagen,44,dutch,0,71508
105,898,83,56,copenhagen,44,dutch,0,71508
106,100,78,55,copenhagen,44,dutch,0,71508
107,930,107,140,copenhagen,44,dutch,0,71508
108,959,175,197,copenhagen,44,dutch,0,71508
109,43,79,142,copenhagen,44,dutch,0,71508
110,518,109,111,copenhagen,44,dutch,0,71508
111,539,259,284,copenhagen,44,dutch,0,71508
112,514,249,279,copenhagen,44,dutch,0,71508
113,531,156,139,copenhagen,44,dutch,0,71508
114,664,253,281,copenhagen,44,dutch,0,71508
115,830,79,112,copenhagen,44,dutch,0,71508
116,110,154,140,copenhagen,44,dutch,0,71508
117,401,150,142,copenhagen,44,dutch,0,71508
118,961,175,195,copenhagen,44,dutch,0,71508
119,78,248,276,copenhagen,44,dutch,0,71508
120,349,178,195,copenhagen,44,dutch,0,71508
121,973,153,140,copenhagen,44,dutch,0,71508
122,989,83,56,copenhagen,44,dutch,0,71508
123,202,151,141,copenhagen,44,dutch,0,71508
124,96,115,111,copenhagen,44,dutch,0,71508
125,893,175,195,copenhagen,44,dutch,0,71508
126,435,249,279,copenhagen,44,dutch,0,71508
127,990,150,138,copenhagen,44,dutch,0,71508
128,431,109,111,copenhagen,44,dutch,0,71508
129,669,182,195,copenhagen,44,dutch,0,71508
130,757,115,114,copenhagen,44,dutch,0,71508
131,508,182,197,copenhagen,44,dutch,0,71508
132,50,114,111,copenhagen,44,dutch,0,71508
133,358,176,193,copenhagen,44,dutch,0,71508
134,58,182,194,copenhagen,44,dutch,0,71508
135,707,256,279,copenhagen,44,dutch,0,71508
136,638,148,112,copenhagen,44,dutch,0,71508
137,249,78,140,copenhagen,44,dutch,0,71508
138,572,176,197,copenhagen,44,dutch,0,71508
139,983,81,56,copenhagen,44,dutch,0,71508
140,487,154,140,copenhagen,44,dutch,0,71508
141,251,147,55,copenhagen,44,dutch,0,71508
142,805,154,139,copenhagen,44,dutch,0,71508
143,194,106,56,copenhagen,44,dutch,0,71508
0,768,191,278,madrid,44,dutch,0,71508
1,717,188,275,madrid,44,dutch,0,71508
2,721,60,111,madrid,44,dutch,0,71508
3,67,191,281,madrid,44,dutch,0,71508
4,886,84,111,madrid,44,dutch,0,71508
5,312,83,139,madrid,44,dutch,0,71508
6,857,82,112,madrid,44,dutch,0,71508
7,673,129,193,madrid,44,dutch,0,71508
8,138,60,56,madrid,44,dutch,0,71508
9,822,131,195,madrid,44,dutch,0,71508
10,439,81,110,madrid,44,dutch,0,71508
11,789,57,56,madrid,44,dutch,0,71508
12,888,180,279,madrid,44,dutch,0,71508
13,747,132,195,madrid,44,dutch,0,71508
14,733,84,112,madrid,44,dutch,0,71508
15,939,128,192,madrid,44,dutch,0,71508
16,135,182,278,madrid,44,dutch,0,71508
17,233,112,138,madrid,44,dutch,0,71508
18,936,111,138,madrid,44,dutch,0,71508
19,454,85,113,madrid,44,dutch,0,71508
20,126,80,112,madrid,44,dutch,0,71508
21,527,110,139,madrid,44,dutch,0,71508
22,258,131,195,madrid,44,dutch,0,71508
23,252,132,195,madrid,44,dutch,0,71508
24,127,61,112,madrid,44,dutch,0,71508
25,997,109,139,madrid,44,dutch,0,71508
26,241,110,140,madrid,44,dutch,0,71508
27,791,83,113,madrid,44,dutch,0,71508
28,561,60,56,madrid,44,dutch,0,71508
29,964,111,140,madrid,44,dutch,0,71508
30,7,83,56,madrid,44,dutch,0,71508
31,414,57,111,madrid,44,dutch,0,71508
32,609,130,196,madrid,44,dutch,0,71508
33,261,83,112,madrid,44,dutch,0,71508
34,798,184,280,madrid,44,dutch,0,71508
35,618,82,112,madrid,44,dutch,0,71508
36,131,133,196,madrid,44,dutch,0,71508
37,468,58,56,madrid,44,dutch,0,71508
38,164,109,142,madrid,44,dutch,0,71508
39,873,189,283,madrid,44,dutch,0,71508
40,310,57,138,madrid,44,dutch,0,71508
41,322,80,56,madrid,44,dutch,0,71508
42,904,84,111,madrid,44,dutch,0,71508
43,370,59,56,madrid,44,dutch,0,71508
44,54,79,140,madrid,44,dutch,0,71508
45,2,81,194,madrid,44,dutch,0,71508
46,828,110,57,madrid,44,dutch,0,71508
47,444,80,112,madrid,44,dutch,0,71508
48,284,111,141,madrid,44,dutch,0,71508
49,20,62,56,madrid,44,dutch,0,71508
50,697,111,138,madrid,44,dutch,0,71508
51,525,80,113,madrid,44,dutch,0,71508
52,458,62,113,madrid,44,dutch,0,71508
53,79,85,112,madrid,44,dutch,0,71508
54,800,82,56,madrid,44,dutch,0,71508
55,600,56,56,madrid,44,dutch,0,71508
56,276,61,56,madrid,44,dutch,0,71508
57,729,187,279,madrid,44,dutch,0,71508
58,689,78,112,madrid,44,dutch,0,71508
59,185,110,140,madrid,44,dutch,0,71508
60,941,59,56,madrid,44,dutch,0,71508
61,333,79,111,madrid,44,dutch,0,71508
62,120,113,138,madrid,44,dutch,0,71508
63,277,180,281,madrid,44,dutch,0,71508
64,427,132,192,madrid,44,dutch,0,71508
65,384,134,195,madrid,44,dutch,0,71508
66,483,83,55,madrid,44,dutch,0,71508
67,265,183,280,madrid,44,dutch,0,71508
68,175,82,112,madrid,44,dutch,0,71508
69,710,84,111,madrid,44,dutch,0,71508
70,205,78,57,madrid,44,dutch,0,71508
71,909,58,56,madrid,44,dutch,0,71508
72,575,81,111,madrid,44,dutch,0,71508
73,388,110,139,madrid,44,dutch,0,71508
74,31,82,111,madrid,44,dutch,0,71508
75,413,181,282,madrid,44,dutch,0,71508
76,393,111,140,madrid,44,dutch,0,71508
77,606,181,278,madrid,44,dutch,0,71508
78,285,80,55,madrid,44,dutch,0,71508
79,499,129,195,madrid,44,dutch,0,71508
80,418,112,140,madrid,44,dutch,0,71508
81,847,84,114,madrid,44,dutch,0,71508
82,870,62,56,madrid,44,dutch,0,71508
83,966,60,56,madrid,44,dutch,0,71508
84,500,59,138,madrid,44,dutch,0,71508
85,108,84,56,madrid,44,dutch,0,71508
86,398,57,56,madrid,44,dutch,0,71508
87,147,130,196,madrid,44,dutch,0,71508
88,93,182,280,madrid,44,dutch,0,71508
89,297,183,280,madrid,44,dutch,0,71508
90,780,182,280,madrid,44,dutch,0,71508
91,351,79,57,madrid,44,dutch,0,71508
92,411,82,56,madrid,44,dutch,0,71508
93,633,111,140,madrid,44,dutch,0,71508
94,97,184,283,madrid,44,dutch,0,71508
95,154,185,278,madrid,44,dutch,0,71508
96,174,130,197,madrid,44,dutch,0,71508
97,615,81,110,madrid,44,dutch,0,71508
98,149,133,194,madrid,44,dutch,0,71508
99,495,191,279,madrid,44,dutch,0,71508
100,39,82,112,madrid,44,dutch,0,71508
101,737,133,196,madrid,44,dutch,0,71508
102,982,132,198,madrid,44,dutch,0,71508
103,538,108,113,madrid,44,dutch,0,71508
104,246,188,282,madrid,44,dutch,0,71508
105,102,184,278,madrid,44,dutch,0,71508
106,75,83,112,madrid,44,dutch,0,71508
107,845,182,281,madrid,44,dutch,0,71508
108,901,187,276,madrid,44,dutch,0,71508
109,619,108,112,madrid,44,dutch,0,71508
110,860,110,140,madrid,44,dutch,0,71508
111,378,111,138,madrid,44,dutch,0,71508
112,836,131,195,madrid,44,dutch,0,71508
113,235,112,140,madrid,44,dutch,0,71508
114,186,112,140,madrid,44,dutch,0,71508
115,478,83,112,madrid,44,dutch,0,71508
116,915,57,56,madrid,44,dutch,0,71508
117,313,60,55,madrid,44,dutch,0,71508
0,853,141,138,paris,44,dutch,0,71508
1,95,238,279,paris,44,dutch,0,71508
2,949,237,282,paris,44,dutch,0,71508
3,338,171,197,paris,44,dutch,0,71508
4,119,165,195,paris,44,dutch,0,71508
5,889,144,138,paris,44,dutch,0,71508
6,948,168,195,paris,44,dutch,0,71508
7,421,108,110,paris,44,dutch,0,71508
8,972,75,56,paris,44,dutch,0,71508
9,767,141,138,paris,44,dutch,0,71508
10,851,78,112,paris,44,dutch,0,71508
11,49,141,141,paris,44,dutch,0,71508
12,229,165,195,paris,44,dutch,0,71508
13,227,73,55,paris,44,dutch,0,71508
14,823,164,195,paris,44,dutch,0,71508
15,825,141,140,paris,44,dutch,0,71508
16,790,238,276,paris,44,dutch,0,71508
17,882,165,194,paris,44,dutch,0,71508
18,912,144,140,paris,44,dutch,0,71508
19,942,164,198,paris,44,dutch,0,71508
20,776,139,140,paris,44,dutch,0,71508
21,379,238,280,paris,44,dutch,0,71508
22,192,104,55,paris,44,dutch,0,71508
23,339,165,196,paris,44,dutch,0,71508
24,645,141,141,paris,44,dutch,0,71508
25,509,78,56,paris,44,dutch,0,71508
26,631,72,55,paris,44,dutch,0,71508
27,492,102,112,paris,44,dutch,0,71508
28,700,170,195,paris,44,dutch,0,71508
29,910,76,55,paris,44,dutch,0,71508
30,980,100,112,paris,44,dutch,0,71508
31,447,102,112,paris,44,dutch,0,71508
32,584,243,279,paris,44,dutch,0,71508
33,0,164,197,paris,44,dutch,0,71508
34,14,136,111,paris,44,dutch,0,71508
35,274,144,140,paris,44,dutch,0,71508
36,868,163,197,paris,44,dutch,0,71508
37,708,141,139,paris,44,dutch,0,71508
38,946,170,196,paris,44,dutch,0,71508
39,963,102,112,paris,44,dutch,0,71508
40,436,236,280,paris,44,dutch,0,71508
41,736,168,194,paris,44,dutch,0,71508
42,66,139,140,paris,44,dutch,0,71508
43,640,145,140,paris,44,dutch,0,71508
44,216,168,195,paris,44,dutch,0,71508
45,634,76,56,paris,44,dutch,0,71508
46,817,171,195,paris,44,dutch,0,71508
47,577,141,138,paris,44,dutch,0,71508
48,684,73,55,paris,44,dutch,0,71508
49,629,76,111,paris,44,dutch,0,71508
50,540,240,279,paris,44,dutch,0,71508
51,863,240,280,paris,44,dutch,0,71508
52,748,167,195,paris,44,dutch,0,71508
53,858,165,197,paris,44,dutch,0,71508
54,647,107,113,paris,44,dutch,0,71508
55,62,75,56,paris,44,dutch,0,71508
56,207,144,140,paris,44,dutch,0,71508
57,803,238,276,paris,44,dutch,0,71508
58,359,106,110,paris,44,dutch,0,71508
59,522,103,112,paris,44,dutch,0,71508
60,837,232,280,paris,44,dutch,0,71508
61,663,142,140,paris,44,dutch,0,71508
62,342,105,56,paris,44,dutch,0,71508
63,71,241,277,paris,44,dutch,0,71508
64,792,78,141,paris,44,dutch,0,71508
65,477,74,140,paris,44,dutch,0,71508
66,474,142,140,paris,44,dutch,0,71508
67,41,102,110,paris,44,dutch,0,71508
68,314,102,111,paris,44,dutch,0,71508
69,254,144,140,paris,44,dutch,0,71508
70,571,240,278,paris,44,dutch,0,71508
71,926,164,197,paris,44,dutch,0,71508
72,722,145,141,paris,44,dutch,0,71508
73,56,167,195,paris,44,dutch,0,71508
74,331,74,111,paris,44,dutch,0,71508
75,526,243,280,paris,44,dutch,0,71508
76,705,107,112,paris,44,dutch,0,71508
77,742,237,283,paris,44,dutch,0,71508
78,133,138,138,paris,44,dutch,0,71508
79,29,167,196,paris,44,dutch,0,71508
80,602,101,56,paris,44,dutch,0,71508
81,797,108,112,paris,44,dutch,0,71508
82,306,164,194,paris,44,dutch,0,71508
83,614,76,56,paris,44,dutch,0,71508
84,412,243,278,paris,44,dutch,0,71508
85,392,142,138,paris,44,dutch,0,71508
86,534,240,279,paris,44,dutch,0,71508
87,225,144,139,paris,44,dutch,0,71508
88,484,103,112,paris,44,dutch,0,71508
89,449,165,195,paris,44,dutch,0,71508
90,970,230,281,paris,44,dutch,0,71508
91,176,75,55,paris,44,dutch,0,71508
92,121,72,56,paris,44,dutch,0,71508
93,998,168,192,paris,44,dutch,0,71508
94,741,142,140,paris,44,dutch,0,71508
95,986,168,197,paris,44,dutch,0,71508
96,558,76,56,paris,44,dutch,0,71508
97,560,139,139,paris,44,dutch,0,71508
98,301,100,111,paris,44,dutch,0,71508
99,323,236,280,paris,44,dutch,0,71508
100,579,73,56,paris,44,dutch,0,71508
101,65,141,139,paris,44,dutch,0,71508
102,357,141,138,paris,44,dutch,0,71508
103,248,164,195,paris,44,dutch,0,71508
104,308,168,195,paris,44,dutch,0,71508
105,123,102,113,paris,44,dutch,0,71508
106,937,168,195,paris,44,dutch,0,71508
107,580,106,112,paris,44,dutch,0,71508
108,305,145,140,paris,44,dutch,0,71508
109,467,233,278,paris,44,dutch,0,71508
110,723,75,57,paris,44,dutch,0,71508
111,617,236,275,paris,44,dutch,0,71508
112,866,240,280,paris,44,dutch,0,71508
113,782,243,276,paris,44,dutch,0,71508
114,327,170,195,paris,44,dutch,0,71508
115,911,107,112,paris,44,dutch,0,71508
116,573,241,281,paris,44,dutch,0,71508
117,808,232,281,paris,44,dutch,0,71508
118,28,104,111,paris,44,dutch,0,71508
119,21,75,55,paris,44,dutch,0,71508
120,130,165,197,paris,44,dutch,0,71508
121,69,241,279,paris,44,dutch,0,71508
122,27,240,281,paris,44,dutch,0,71508
123,17,78,56,paris,44,dutch,0,71508
124,795,145,138,paris,44,dutch,0,71508
125,188,81,56,paris,44,dutch,0,71508
126,975,139,138,paris,44,dutch,0,71508
127,419,102,111,paris,44,dutch,0,71508
128,734,106,112,paris,44,dutch,0,71508
129,238,139,138,paris,44,dutch,0,71508
130,148,100,112,paris,44,dutch,0,71508
131,159,165,195,paris,44,dutch,0,71508
132,576,170,196,paris,44,dutch,0,71508
133,397,243,279,paris,44,dutch,0,71508
134,415,106,110,paris,44,dutch,0,71508
135,884,167,197,paris,44,dutch,0,71508
136,582,171,195,paris,44,dutch,0,71508
137,115,102,114,paris,44,dutch,0,71508
138,842,233,272,paris,44,dutch,0,71508
139,656,102,112,paris,44,dutch,0,71508
140,903,78,112,paris,44,dutch,0,71508
141,132,236,275,paris,44,dutch,0,71508
142,299,101,142,paris,44,dutch,0,71508
143,257,141,140,paris,44,dutch,0,71508
144,259,103,112,paris,44,dutch,0,71508
145,785,170,195,paris,44,dutch,0,71508
146,885,144,138,paris,44,dutch,0,71508
147,182,142,140,paris,44,dutch,0,71508
148,756,167,197,paris,44,dutch,0,71508
149,162,236,279,paris,44,dutch,0,71508
150,290,144,140,paris,44,dutch,0,71508
151,94,238,279,paris,44,dutch,0,71508
152,564,81,55,paris,44,dutch,0,71508
153,841,76,112,paris,44,dutch,0,71508
154,992,72,56,paris,44,dutch,0,71508
155,595,141,140,paris,44,dutch,0,71508
156,150,170,198,paris,44,dutch,0,71508
157,731,141,138,paris,44,dutch,0,71508
158,24,233,280,paris,44,dutch,0,71508
159,199,171,197,paris,44,dutch,0,71508
160,222,238,281,paris,44,dutch,0,71508
161,599,98,111,paris,44,dutch,0,71508
162,738,107,112,paris,44,dutch,0,71508
163,165,141,141,paris,44,dutch,0,71508
164,612,170,198,paris,44,dutch,0,71508
165,735,102,112,paris,44,dutch,0,71508
166,827,80,56,paris,44,dutch,0,71508
0,725,141,197,rome,44,dutch,0,71508
1,702,146,193,rome,44,dutch,0,71508
2,953,86,112,rome,44,dutch,0,71508
3,144,70,56,rome,44,dutch,0,71508
4,843,202,281,rome,44,dutch,0,71508
5,686,86,57,rome,44,dutch,0,71508
6,396,91,111,rome,44,dutch,0,71508
7,381,118,112,rome,44,dutch,0,71508
8,364,125,140,rome,44,dutch,0,71508
9,874,145,195,rome,44,dutch,0,71508
10,399,143,193,rome,44,dutch,0,71508
11,934,68,56,rome,44,dutch,0,71508
12,206,147,196,rome,44,dutch,0,71508
13,191,122,140,rome,44,dutch,0,71508
14,316,143,196,rome,44,dutch,0,71508
15,728,203,281,rome,44,dutch,0,71508
16,907,124,138,rome,44,dutch,0,71508
17,739,147,196,rome,44,dutch,0,71508
18,555,123,138,rome,44,dutch,0,71508
19,344,65,56,rome,44,dutch,0,71508
20,242,147,196,rome,44,dutch,0,71508
21,824,207,278,rome,44,dutch,0,71508
22,156,63,56,rome,44,dutch,0,71508
23,536,93,110,rome,44,dutch,0,71508
24,763,91,112,rome,44,dutch,0,71508
25,932,119,112,rome,44,dutch,0,71508
